COD_ETB;LIB_OFF_ETB;LIB_AD1_ETB;COD_POS_ADR_ETB;LIB_COM;LAT;LNG
0730029K;Lgt Lycée Des Metiers Ambroise Croizat;244 Avenue De La Liberation;73604;Moutiers;45.4828426;6.5291499
0601864A;Lgt Lycée Des Metiers Andre Malraux;1 Place Nelson Mandela;60160;Montataire;49.2597525;2.425907
0060037H;Lgt Lycée Des Metiers Beau Site;38 Avenue D'estienne D'orves;06050;Nice;43.701575;7.245204
0800001S;Lgt Lycée Des Metiers Boucher De Perthes;1 Rue Paul Delique;80142;Abbeville;50.1023384;1.8422737
0460010L;Lgt Lycée Des Metiers Champollion;13 15 Av Fernand Pezet;46106;Figeac;44.6090478;2.0281224
0460007H;Lgt Lycée Des Metiers Clement Marot;59 Rue Des Augustins;46005;Cahors;44.4499879;1.4392957
0020050U;Lgt Lycée Des Metiers Condorcet;Rond Point Joliot Curie;02100;St Quentin;49.861713;3.293589
0640044A;Lgt Lycée Des Metiers De La Chimie Albert Camus;Avenue Pierre Angot;64150;Mourenx;43.3703832;-0.6251249
0570319M;Lgt Lycée Des Metiers De L'industrie;Les Grands Bois;57703;Hayange;49.3168954;6.0671076
0641779L;Lgt Lycée Des Metiers Du Pays De Soule;Avenue Jean Monnet;64130;Cheraute;43.2265756;-0.8742488
0570087K;Lgt Lycée Des Metiers Et Des Techno Innov. C. Jully;59 Rue Marechal Foch;57501;St Avold;49.1057612;6.6927566
0880153N;Lgt Lycée Des Metiers Filiere Bois Andre Malraux;Rue De L'epinette;88204;Remiremont;48.021875;6.5831674
0020031Y;Lgt Lycée Des Metiers Frederic Et Irene Joliot Curie;1 Place Du Pigeon Blanc;02500;Hirson;49.9200919;4.084192
0570099Y;Lgt Lycée Des Metiers Henri Nomine;60 R Du Marechal Foch;57215;Sarreguemines;49.1165272;7.0802942
0470003Y;Lgt Lycée Des Metiers Jean Baptiste De Baudre;5 Allee Pierre Pomarede;47916;Agen;44.203142;0.616363
0600040T;Lgt Lycée Des Metiers Jean Calvin;Mont Saint Simeon;60400;Noyon;49.580638;3.019981
0030038A;Lgt Lycée Des Metiers Jean Monnet;39 Place Jules Ferry;03401;Yzeure;46.5660374;3.3552285
0801853E;Lgt Lycée Des Metiers Jean Racine;541 Rue Pasteur;80500;Montdidier;49.6533011;2.5807174
0110007Y;Lgt Lycée Des Metiers Jules Fil;Boulevard Joliot Curie;11021;Carcassonne;43.2148527;2.3675002
0630021F;Lgt Lycée Des Metiers La Fayette;21 Boulevard Robert Schuman;63002;Clermont Ferrand;45.7626229;3.1315173
0320067Z;Lgt Lycée Des Metiers Le Garros;1 Bis Rue Darwin;32021;Auch;43.6317386;0.5885775
0260113G;Lgt Lycée Des Metiers Les Catalins;24 Avenue Des Catalins;26216;Montelimar;44.5696163;4.7576998
0060075Z;Lgt Lycée Des Metiers Les Eucalyptus;7 Avenue Des Eucalyptus;06200;Nice;43.6762904;7.2225405
0810004P;Lgt Lycée Des Metiers Louis Rascol;10 Rue De La Republique;81012;Albi;43.9318293;2.1542966
0600020W;Lgt Lycée Des Metiers Marie Curie;Boulevard Pierre De Coubertin;60180;Nogent Sur Oise;49.266627;2.464235
0730016W;Lgt Lycée Des Metiers Monge;1 Avenue Marius Berroir;73000;Chambery;45.5660699;5.9341975
0382203N;Lgt Lycée Des Metiers Pablo Neruda;35 Rue Henri Wallon;38400;St Martin D Heres;45.1728602;5.7587385
0310017A;Lgt Lycée Des Metiers Paul Mathou;Avenue De Luchon;31210;Gourdan Polignan;43.0674443;0.5872643
0880021V;Lgt Lycée Des Metiers Pierre Mendes France;2 Rue Du Haut Des Etages;88000;Epinal;48.186392;6.455177
0230025C;Lgt Lycée Des Metiers Raymond Loewy;Place Filderstadt;23300;La Souterraine;46.239087;1.482986
0630020E;Lgt Lycée Des Metiers Sidoine Apollinaire;20 Rue Jean Richepin;63037;Clermont Ferrand;45.7818105;3.0868666
0310028M;Lgt Lycée Des Metiers Vincent Auriol;36 Route De Soreze;31250;Revel;43.4563296;2.0116845
9830537S;Lp Agricole Do Neva (asee-agri);Ecole De Do Neva;98816;Houailou;0.0;0.0
0672118N;Lp Agricole Privé Schattenmann;88 Grand'rue;67330;Bouxwiller;48.8272341;7.4782172
0470823P;Lp Des Metiers Vie Rurale Ctr.etu.fem.rur.l Oustal;Rue Paul Sabatier;47300;Villeneuve Sur Lot;44.393685;0.733397
0741689J;Lp Leap;Site De Chavanod;74650;Chavanod;45.890053;6.03928
0330018R;Lp Lycée Des Metiers;24 Rue Du Clg Technique;33294;Blanquefort;44.9122244;-0.6202443
0410718H;Lp Lycée Des Metiers;2 Avenue Jean Magnon;41110;St Aignan;47.266268;1.3718823
0801534H;Lp Lycée Des Metiers;541 Rue Pasteur;80500;Montdidier;49.6533011;2.5807174
0950688G;Lp Lycée Des Metiers;71 Avenue De Ceinture;95880;Enghien Les Bains;48.97192;2.2940159
0421606T;Lp Lycée Des Metiers Adrien Testud;33 Boulevard D'auvergne;42502;Le Chambon Feugerolles;45.3930502;4.3204203
0370040T;Lp Lycée Des Metiers Albert Bayet;50 Boulevard Preuilly;37058;Tours;47.3929843;0.6707489
0010001W;Lp Lycée Des Metiers Alexandre Berard;223 Rue Alexandre Berard;01505;Amberieu En Bugey;45.972793;5.3518732
0910630R;Lp Lycée Des Metiers Alexandre Denis;Ch Montmirault Av Carnot;91590;Cerny;48.483799;2.3326528
0120037A;Lp Lycée Des Metiers Alexis Monteil;14 Rue Carnus;12034;Rodez;44.3559366;2.5738937
0660026V;Lp Lycée Des Metiers Alfred Sauvy;Chateau Lagrange;66740;Villelongue Dels Monts;42.526599;2.9025059
0050005D;Lp Lycée Des Metiers Alpes Et Durance;Quartier De La Robeyere;05200;Embrun;44.5604975;6.4881374
0332445D;Lp Lycée Des Metiers Alphonse Beau De Rochas;Rue Jean Hameau;33300;Bordeaux;44.8667377;-0.5677874
0730030L;Lp Lycée Des Metiers Ambroise Croizat;244 Avenue De La Liberation;73604;Moutiers;45.4828426;6.5291499
0630024J;Lp Lycée Des Metiers Amedee Gasquet;12 Rue Jean Baptiste Torrilhon;63037;Clermont Ferrand;45.7782828;3.0776281
0410031L;Lp Lycée Des Metiers Andre Ampere;2 Rue Ampere;41107;Vendome;47.8033433;1.082092
0573211F;Lp Lycée Des Metiers Andre Citroen;5 Rue De 11eme D'aviation;57155;Marly;49.059828;6.154795
0601870G;Lp Lycée Des Metiers Andre Malraux;1 Place Nelson Mandela;60160;Montataire;49.2597525;2.425907
0670024M;Lp Lycée Des Metiers Andre Siegfried;12 Rue Des Dominicains;67504;Haguenau;48.8156319;7.7946128
0870058R;Lp Lycée Des Metiers Antone De Saint Exupery;Route Du Palais;87000;Limoges;45.8499103;1.2977815
0772244W;Lp Lycée Des Metiers Antonin Careme;1 Place Gustave Courbet;77176;Savigny Le Temple;48.5955639;2.578176
0011120M;Lp Lycée Des Metiers Arbez Carme;1 Rue Pierre Et Marie Curie;01100;Bellignat;46.2508923;5.6331189
0940138P;Lp Lycée Des Metiers Armand Guillaumin;Rue Pierre Corneille;94310;Orly;48.749033;2.404065
0340069R;Lp Lycée Des Metiers Auto Cycles Moto Jacques Brel;15 Avenue De La Gare;34220;St Pons De Thomieres;43.4879072;2.7645737
0560001X;Lp Lycée Des Metiers B. Du Guesclin;50 Rue Pierre Allio;56406;Auray;47.6840168;-2.9983391
0820001F;Lp Lycée Des Metiers Batiment Et Topographie;578 Avenue De Gascogne;82500;Beaumont De Lomagne;43.8767017;0.9780313
0310053P;Lp Lycée Des Metiers Bayard;150 Route De Launaguet;31021;Toulouse;43.6387232;1.4392188
0060908E;Lp Lycée Des Metiers Beau Site;38 Avenue Estienne D Orves;06050;Nice;43.7002115;7.2489081
0350102W;Lp Lycée Des Metiers Beaumont;10 Rue Du Lycée;35605;Redon;0.0;0.0
0770943G;Lp Lycée Des Metiers Benjamin Franklin;Rue De La Foret La Rochette;77012;Melun;48.508725;2.663036
0800063J;Lp Lycée Des Metiers Boucher De Perthes;1 Rue Paul Delique;80142;Abbeville;50.1023384;1.8422737
0460032K;Lp Lycée Des Metiers Champollion;13 Avenue Fernand Pezet;46106;Figeac;44.6090478;2.0281224
0600041U;Lp Lycée Des Metiers Charles De Bovelles;Mont Saint Simeon;60402;Noyon;49.580638;3.019981
0312217S;Lp Lycée Des Metiers Charles De Gaulle;24 Avenue Charles De Gaulle;31604;Muret;43.4689165;1.3215619
0340078A;Lp Lycée Des Metiers Charles De Gaulle;38 Rue Robespierre;34200;Sete;43.4110658;3.6790691
0830661T;Lp Lycée Des Metiers Claret;202 Boulevard Trucy;83000;Toulon;43.1340433;5.9256355
0930136T;Lp Lycée Des Metiers Claude-nicolas Ledoux;Avenue Du Quatorze Juillet;93320;Les Pavillons Sous Bois;48.9117268;2.4912496
0460051F;Lp Lycée Des Metiers Clement Marot;59 Rue Des Augustins;46005;Cahors;44.4499879;1.4392957
0020079A;Lp Lycée Des Metiers Condorcet;Rond Point Joliot Curie;02100;St Quentin;49.861713;3.293589
0930130L;Lp Lycée Des Metiers Condorcet;31 Rue Desire Chevalier;93105;Montreuil;48.857903;2.446193
0510069Y;Lp Lycée Des Metiers Croix Cordier;40 Rue Croix Cordier;51434;Tinqueux;49.2460676;3.985723
0300047N;Lp Lycée Des Metiers D'art Georges Guynemer;Place De Verdun;30703;Uzes;44.0145529;4.4206567
0240006B;Lp Lycée Des Metiers De L Alba;4 Rue Ch Gonthier;24100;Bergerac;44.8430899;0.493039
0400019D;Lp Lycée Des Metiers De L Auto Frederic Esteve;Quart. St Medard Rue F.esteve;40010;Mont De Marsan;43.893485;-0.499782
0640026F;Lp Lycée Des Metiers De L Habitat;25 Rue Louis Barthou;64110;Gelos;43.2838439;-0.3738321
0470040N;Lp Lycée Des Metiers De L Habitat Louis Couffignal;Rue Du Rooy;47300;Villeneuve Sur Lot;44.396361;0.712915
0310088C;Lp Lycée Des Metiers De L'ameublement;Plaine Du Laudot;31250;Revel;43.458611;2.004573
0171571R;Lp Lycée Des Metiers De L'atlantique;2 Rue De Montreal;17200;Royan;45.6336048;-1.0180228
0220059V;Lp Lycée Des Metiers Des Metiers Jean Moulin;3 Rue Du Vau Gicquel;22022;St Brieuc;48.5255564;-2.7908495
0690048C;Lp Lycée Des Metiers Diderot;41 Cours General Giraud;69283;Lyon 01;45.7710133;4.8167669
0120096P;Lp Lycée Des Metiers Du Batiment;2 Avenue Du Lycée;12110;Aubin;0.0;0.0
0230019W;Lp Lycée Des Metiers Du Batiment;Les Granges Route D'aubussson;23500;Felletin;45.884543;2.173878
0290130J;Lp Lycée Des Metiers Du Batiment;Rue De Kervern;29190;Pleyben;48.2217709;-3.970686
0101022G;Lp Lycée Des Metiers Edouard Herriot;Rue De La Maladiere;10302;Ste Savine;48.2935455;4.0271421
0280864M;Lp Lycée Des Metiers Elsa Triolet;2 Rue Des Ecoles;28110;Luce;48.439743;1.4632135
0690105P;Lp Lycée Des Metiers Emile Bejuit (automobile);282 Route De Genas;69675;Bron;45.7514458;4.9054389
0560008E;Lp Lycée Des Metiers Emile James;56 Rue Emile James;56410;Etel;47.6631024;-3.2049371
0560070X;Lp Lycée Des Metiers Emile Zola;30 Rue Emile Zola;56704;Hennebont;47.8259374;-3.2514182
0421489R;Lp Lycée Des Metiers Etienne Legrand;8 Boulevard Charles Gallet;42124;Le Coteau;46.0226751;4.0940381
0080010T;Lp Lycée Des Metiers Etion;Rue Jean De La Fontaine;08000;Charleville Mezieres;49.7789551;4.701555
0220071H;Lp Lycée Des Metiers Eugene Freyssinet;32 Rue Mansart;22023;St Brieuc;48.5195608;-2.777683
0510038P;Lp Lycée Des Metiers Europe;71 Avenue De L'europe;51673;Reims;49.2495206;4.0658188
0110013E;Lp Lycée Des Metiers Francois Andreossy;1 Rue Saint Francois;11494;Castelnaudary;43.3190962;1.9585015
0370032J;Lp Lycée Des Metiers Francois Clouet;8 Rue Lepage;37081;Tours;47.4285682;0.6913718
0630012W;Lp Lycée Des Metiers Francois Rabelais;13 Avenue De Charbonnier;63570;Brassac Les Mines;45.4134991;3.3218257
0451304Y;Lp Lycée Des Metiers Francoise Dolto;125 Rue Claude Debussy;45160;Olivet;47.865765;1.8794481
0020089L;Lp Lycée Des Metiers Frederic Et Irene Joliot Curie;1 Place Du Pigeon Blanc;02500;Hirson;49.9200919;4.084192
0300058A;Lp Lycée Des Metiers Frederic Mistral;457 Ancienne Route De Generac;30913;Nimes;43.823195;4.3589827
0640098J;Lp Lycée Des Metiers Gabriel Haure-place;6 Av Carmel Lasportes;64800;Coarraze;43.177514;-0.2400054
0830960T;Lp Lycée Des Metiers Gallieni;Rue Marechal Lyautey;83600;Frejus;43.4454017;6.7551626
0450064A;Lp Lycée Des Metiers Gaudier-brzeska;40 Avenue Denis Papin;45800;St Jean De Braye;47.9115438;1.9462399
0730039W;Lp Lycée Des Metiers General Ferrie;39 Avenue De La Republique;73140;St Michel De Maurienne;45.2190734;6.4710134
0010020S;Lp Lycée Des Metiers Georges Charpak;Avenue Charles De Gaulle;01400;Chatillon Sur Chalaronne;46.1254895;4.9607151
0830058M;Lp Lycée Des Metiers Georges Cisson;272 Rue Andre Chenier;83100;Toulon;43.1292577;5.9614162
0691626T;Lp Lycée Des Metiers Georges Lamarque;10 Route De Geneve;69140;Rillieux La Pape;45.8037404;4.8823896
0510036M;Lp Lycée Des Metiers Gustave Eiffel;34 Rue De Neufchatel;51066;Reims;49.275193;4.0269257
0380036H;Lp Lycée Des Metiers Guynemer;56 Avenue Marcelin Berthelot;38037;Grenoble;45.1705531;5.731918
0310057U;Lp Lycée Des Metiers Helene Boucher;1 Rue Lucien Lafforgue;31901;Toulouse;43.6132367;1.4345703
0931193S;Lp Lycée Des Metiers Helene Boucher;70 Avenue Gilbert Berger;93290;Tremblay En France;48.9502883;2.5784449
0380104G;Lp Lycée Des Metiers Henri Fabre;35 Rue Henri Wallon;38400;St Martin D Heres;45.1728602;5.7587385
0570123Z;Lp Lycée Des Metiers Henri Nomine;60 R Marechal Foch;57215;Sarreguemines;49.1165272;7.0802942
0630041C;Lp Lycée Des Metiers Henri Sainte-claire Deville;Chemin Des Croizettes;63504;Issoire;45.5401316;3.2576825
0421736J;Lp Lycée Des Metiers Hotelier;18 Rue Francois Gillet;42405;St Chamond;45.4546377;4.5045484
0811144D;Lp Lycée Des Metiers Hotelier;45 Rue Lapeyrouse;81207;Mazamet;43.5031335;2.3830315
0261148G;Lp Lycée Des Metiers Hotelier De L'hermitage;Rue Jean Monnet;26600;Tain L Hermitage;45.06968;4.860383
0460529A;Lp Lycée Des Metiers Hoteliers Quercy-perigord;Avenue Roger Couderc;46200;Souillac;44.8950338;1.4700737
0332194F;Lp Lycée Des Metiers Hotellerie Tourisme E Services;1 Av Roland Dorgeles;33120;Arcachon;44.6510118;-1.1604617
0301270T;Lp Lycée Des Metiers Industriel Jules Raimu;12 Rue Jules Raimu;30908;Nimes;43.8195221;4.3290667
0600003C;Lp Lycée Des Metiers J.b. Corot - Batiment;4 Et 6 Rue Henri Lebesgue;60000;Beauvais;49.42964;2.081875
0332441Z;Lp Lycée Des Metiers Jacques Brel;Rue Jean Lurcat;33305;Lormont;44.8758255;-0.5124773
0940141T;Lp Lycée Des Metiers Jacques Brel;90-100 Avenue D'alfortville;94600;Choisy Le Roi;48.7737868;2.4151804
0690043X;Lp Lycée Des Metiers Jacques De Flesselles;15 Rue De Flesselles;69283;Lyon 01;45.7710983;4.8266437
0771997C;Lp Lycée Des Metiers Jacques Prevert;7 Avenue Jean Jaures;77385;Combs La Ville;48.6273907;2.5860068
0382271M;Lp Lycée Des Metiers Jean Claude Aubry;Chemin De Rosiere;38303;Bourgoin Jallieu;45.5958819;5.2972999
0360026H;Lp Lycée Des Metiers Jean D Alembert;8 Rue De La Limoise;36105;Issoudun;46.9567081;2.0000772
0180009M;Lp Lycée Des Metiers Jean De Berry;;18026;Bourges;47.060833;2.372222
0650041S;Lp Lycée Des Metiers Jean Dupuy;1 Rue Aristide Berges;65016;Tarbes;43.229533;0.064581
0400097N;Lp Lycée Des Metiers Jean Garnier;24 Rue Henri Barbusse;40110;Morcenx;44.0401193;-0.9135882
0180025E;Lp Lycée Des Metiers Jean Guehenno;Rue Des Sables;18200;St Amand Montrond;46.733637;2.5082521
0430024T;Lp Lycée Des Metiers Jean Monnet;45 Boulevard Bertrand;43000;Le Puy En Velay;45.0368885;3.8870656
0290001U;Lp Lycée Des Metiers Jean Moulin;27 Rue De La Republique;29780;Plouhinec;48.0182717;-4.5302967
0400027M;Lp Lycée Des Metiers Jean Taris;Avenue J Dupaya;40300;Peyrehorade;43.5493036;-1.0898504
0080047H;Lp Lycée Des Metiers Jean-baptiste Clement;11 Rue J Jaures;08200;Sedan;49.6998064;4.9329191
0931233K;Lp Lycée Des Metiers Jean-baptiste Clement;25 Rue Des Trois Noyers;93220;Gagny;48.8874111;2.5425454
0880072A;Lp Lycée Des Metiers Jean-charles Pellerin;44 Rue Abel Ferry;88021;Epinal;48.1665516;6.4548634
0511430C;Lp Lycée Des Metiers Joliot-curie;4 Rue Joliot-curie;51096;Reims;49.2313467;4.0037269
0420045W;Lp Lycée Des Metiers Joseph Haubtmann;20 Rue Burdeau;42000;St Etienne;45.4457783;4.4108791
0090006H;Lp Lycée Des Metiers Joseph Marie Jacquard;Rue Jacquard;09300;Lavelanet;42.923053;1.840868
0670058Z;Lp Lycée Des Metiers Jules Verne;31 Rue Saint Nicolas;67703;Saverne;48.7345469;7.3714457
0221595P;Lp Lycée Des Metiers La Fontaine Des Eaux;La Fontaine Des Eaux;22102;Dinan;48.4614665;-2.0384413
0320068A;Lp Lycée Des Metiers Le Garros;1 Bis Rue Darwin;32021;Auch;43.6317386;0.5885775
0870748R;Lp Lycée Des Metiers Le Mas Jambost;7 Allee Du Marechal Fayolle;87065;Limoges;45.833096;1.222058
0021477V;Lp Lycée Des Metiers Leonard De Vinci;1 Espace Jean Guerland;02331;Soissons;49.3726602;3.3073808
0341385W;Lp Lycée Des Metiers Leonard De Vinci;Rue Professeur Blayac;34085;Montpellier;43.6246951;3.8272737
0693045K;Lp Lycée Des Metiers Les Canuts;2 Rue Ho Chi Minh;69120;Vaulx En Velin;45.7797002;4.9205183
0260114H;Lp Lycée Des Metiers Les Catalins;24 Avenue Des Catalins;26216;Montelimar;44.5696163;4.7576998
0060015J;Lp Lycée Des Metiers Les Coteaux;4/6 Che Morgon Av Des Coteaux;06400;Cannes;43.5662949;7.022452
0060082G;Lp Lycée Des Metiers Les Eucalyptus;7 Avenue Des Eucalyptus;06200;Nice;43.6762904;7.2225405
0080953T;Lp Lycée Des Metiers Louis Armand;;08440;Vivier Au Court;49.733206;4.830856
0561507J;Lp Lycée Des Metiers Louis Armand;3 Rue Jean Moulin;56500;Locmine;47.8792681;-2.8294521
0920171L;Lp Lycée Des Metiers Louis Bleriot;67 Rue De Verdun;92150;Suresnes;48.8742683;2.2303113
0771171E;Lp Lycée Des Metiers Louis Lumiere;32 Avenue De L'europe;77500;Chelles;48.882983;2.6085512
0810046K;Lp Lycée Des Metiers Louis Rascol;10 Rue De La Republique;81012;Albi;43.9318293;2.1542966
0931735F;Lp Lycée Des Metiers Louise Michel;77 Rue De Saint Gratien;93800;Epinay Sur Seine;48.9620907;2.2997924
0450066C;Lp Lycée Des Metiers Mal Leclerc De Hauteclocque;85 Avenue Georges Clemenceau;45140;St Jean De La Ruelle;47.8960395;1.8605698
0190027B;Lp Lycée Des Metiers Marcel Barbanceys;Rue De L'artisanat;19160;Neuvic;45.382449;2.272544
0630054S;Lp Lycée Des Metiers Marie Laurencin;1 Avenue Jean Monnet;63201;Riom;45.9006673;3.1039393
0560027A;Lp Lycée Des Metiers Marie Le Franc;128 Boulevard Leon Blum;56321;Lorient;47.7456044;-3.3806542
0370054H;Lp Lycée Des Metiers Martin Nadaud;67 Rue Jeanne Labourbe;37700;St Pierre Des Corps;47.394938;0.7418599
0870004G;Lp Lycée Des Metiers Martin Nadaud;30 Avenue De La Liberation;87300;Bellac;46.1224081;1.0612588
0280022X;Lp Lycée Des Metiers Maurice Viollette;Rue Pablo Neruda;28101;Dreux;48.736652;1.345303
0340043M;Lp Lycée Des Metiers Mendes France;49 Bis Av Georges Clemenceau;34007;Montpellier;43.602191;3.8701314
0020051V;Lp Lycée Des Metiers Metiers De L Ameublement;Rue Fleming;02100;St Quentin;49.8638229;3.303156
0751710B;Lp Lycée Des Metiers Nicolas Louis Vauquelin;13-21 Avenue Boutroux;75013;Paris 13;48.8220969;2.3749517
0060040L;Lp Lycée Des Metiers Pasteur;25 Rue Du Professeur Delvalle;06000;Nice;43.722971;7.2839949
0670050R;Lp Lycée Des Metiers Paul Emile Victor;1a Avenue De Gail;67210;Obernai;48.4632396;7.4912864
0310089D;Lp Lycée Des Metiers Paul Mathou;Avenue De Luchon;31210;Gourdan Polignan;43.0674443;0.5872643
0670006T;Lp Lycée Des Metiers Philippe-charles Goulden;2 Rue De La Piscine;67241;Bischwiller;48.7749993;7.8502476
0631480S;Lp Lycée Des Metiers Pierre Boulanger;85 Chemin Des Palisses;63430;Pont Du Chateau;45.792027;3.2478132
0470015L;Lp Lycée Des Metiers Porte Du Lot;Porte Du Lot;47320;Clairac;44.358916;0.375807
0180049F;Lp Lycée Des Metiers Rene Cassin;41 Bis Rue Charles Hurvoy;18108;Vierzon;47.2279543;2.0673471
0420029D;Lp Lycée Des Metiers Rene Cassin;Le Marthoret;42800;Rive De Gier;45.522087;4.605514
0400020E;Lp Lycée Des Metiers Robert Wlerick;6 Rue Jean Mace -;40005;Mont De Marsan;43.8969788;-0.5144499
0630022G;Lp Lycée Des Metiers Roger Claustres;127 Rue Docteur Hospital;63039;Clermont Ferrand;45.795454;3.0877122
0310052N;Lp Lycée Des Metiers Roland Garros;32 Rue Mathaly;31200;Toulouse;43.6290045;1.4298117
0941604H;Lp Lycée Des Metiers Samuel De Champlain;61-91 Rue Des Bordes;94430;Chennevieres Sur Marne;48.7987853;2.5577377
0281021H;Lp Lycée Des Metiers Sully;8 Rue Des Viennes;28404;Nogent Le Rotrou;48.3245558;0.8218301
0690010L;Lp Lycée Des Metiers Tony Garnier;235 Boulevard Pinel;69676;Bron;45.7261136;4.8871026
0770919F;Lp Lycée Des Metiers Uruguay France;1 Avenue Des Marronniers;77211;Avon;48.4103009;2.7355078
0100004A;Lp Lycée Des Metiers Val More;Avenue Bernard Pieds;10110;Bar Sur Seine;48.1121812;4.3867353
0631668W;Lp Lycée Des Metiers Vercingetorix;4 Rue De Laubize;63540;Romagnat;45.737373;3.106057
0391131T;Lp Privé Institut Europeen De Form Compagnons Tour De France;2 Rue Leopold Alixant;39330;Mouchard;46.976214;5.797567
9830401U;Lp Privé St Pierre Chanel La Conception (ddec);Rue Beautemps Beaupre;98874;Le Mont Dore;0.0;0.0
0331740M;Lpa Viticulture Oenologie La Tour Blanche;Le Bourg;33210;Bommes;44.5613178;-0.3551972
0731198F;Lpa Costa De Beauregard Site De Chambery Le Bocage;340 Rue Costa De Beauregard;73000;Chambery;45.5633945;5.9311119
0731199G;Lpa Costa De Beauregard Site De La Ravoire Charmilles;148 Rue L Costa De Beauregard;73490;La Ravoire;45.5639798;5.9610297
0400141L;Lpa De Sabres;Route De Luglon;40630;Sabres;44.1457175;-0.7411813
0631669X;Lpo Lycée Des Metiers;Voie Romaine;63400;Chamalieres;45.7782726;3.0496304
0240026Y;Lpo Lycée Des Metiers Albert Claveille;80 Rue V Hugo;24001;Perigueux;45.1894956;0.7130103
0031043T;Lpo Lycée Des Metiers Albert Einstein;Rue Albert Einstein;03105;Montlucon;46.3508329;2.604608
0670087F;Lpo Lycée Des Metiers Alexandre Dumas (hotelier);75 Rte Du Rhin;67404;Illkirch Graffenstaden;48.5734116;7.7971354
0770938B;Lpo Lycée Des Metiers Andre Malraux;Avenue Du Lycée;77130;Montereau Fault Yonne;0.0;0.0
0932129J;Lpo Lycée Des Metiers Application De L'enna;Place Du 8 Mai 1945;93203;St Denis;48.939438;2.355926
0410001D;Lpo Lycée Des Metiers Augustin Thierry;13 Avenue De Chateaudun;41018;Blois;47.5966852;1.3290092
0750681H;Lpo Lycée Des Metiers Boulle Esaa;9 Rue Pierre Bourdan;75012;Paris 12;48.8468966;2.3914855
0560016N;Lpo Lycée Des Metiers Broceliande;Bellevue;56383;Guer;47.9401893;-2.1337777
0640001D;Lpo Lycée Des Metiers Cantau;1 Allee De Cantau;64600;Anglet;43.4758828;-1.5121686
0521032P;Lpo Lycée Des Metiers Charles De Gaulle;Avenue Christian Pineau;52903;Chaumont;48.0738585;5.1462257
0681801N;Lpo Lycée Des Metiers Charles De Gaulle;14 Rte De Ruelisheim;68840;Pulversheim;47.8328666;7.3074998
0772228D;Lpo Lycée Des Metiers Charles De Gaulle;6 Place Jean Mermoz;77230;Longperrier;49.0483392;2.6684576
0430020N;Lpo Lycée Des Metiers Charles Et Adrien Dupuy;3 Avenue Docteur Durand;43003;Le Puy En Velay;45.0371683;3.8938789
0560026Z;Lpo Lycée Des Metiers Colbert;117 Boulevard Leon Blum;56101;Lorient;47.7456671;-3.3807475
0781578S;Lpo Lycée Des Metiers De Hotellerie Et De Tourisme;Place Francois Rabelais;78042;Guyancourt;48.762895;2.075323
0332870R;Lpo Lycée Des Metiers De La Mer;Port De La Barbotiere;33470;Gujan Mestras;44.635731;-1.071189
0470020S;Lpo Lycée Des Metiers De La Plasturgie V De Garonne;22 Rue Ejea De Los Caballeros;47207;Marmande;44.504404;0.1562185
0290044R;Lpo Lycée Des Metiers De L'elorn;10 Place St Houardon;29207;Landerneau;48.4489257;-4.2496666
0542262R;Lpo Lycée Des Metiers Du Batiment Et Tp E. Here;86 Blv Marechal Foch;54525;Laxou;48.6827791;6.1514542
0260023J;Lpo Lycée Des Metiers Du Dauphine;Boulevard Remy Roure;26103;Romans Sur Isere;45.0500065;5.0436672
0771658J;Lpo Lycée Des Metiers Du Gue A Tresmes;Domaine Du Gue A Tresmes;77440;Congis Sur Therouanne;49.007185;2.97453
0951728M;Lpo Lycée Des Metiers Edmond Rostand;75 Rue De Paris St Ouen L'aumon;95312;St Ouen L Aumone;48.9004041;2.3043039
0690128P;Lpo Lycée Des Metiers Edouard Branly;25 Rue De Tourvielle;69322;Lyon 05;45.7527217;4.7911202
0681809X;Lpo Lycée Des Metiers Ettore Bugatti;8 Rue Des Jonquilles;68110;Illzach;47.7622552;7.3652658
0932119Y;Lpo Lycée Des Metiers Eugene Henaff;55 Avenue Raspail;93170;Bagnolet;48.8746864;2.4310918
0772312V;Lpo Lycée Des Metiers Flora Tristan;12 Avenue Du 8 Mai 1945;77130;Montereau Fault Yonne;48.3765466;2.9451169
0511565Z;Lpo Lycée Des Metiers Francois Arago;1 Rue Francois Arago;51095;Reims;49.2288823;4.0051108
0080008R;Lpo Lycée Des Metiers Francois Bazin;145 Avenue Charles De Gaulle;08013;Charleville Mezieres;49.7734776;4.7050401
0940585A;Lpo Lycée Des Metiers Francois Mansart;25 Avenue De La Banque;94211;St Maur Des Fosses;48.7903039;2.4971131
0932126F;Lpo Lycée Des Metiers Francois Rabelais;Rue Francois Rabelais;93440;Dugny;48.949219;2.417634
0750695Y;Lpo Lycée Des Metiers Fresnel;31 Boulevard Pasteur;75015;Paris 15;48.8431925;2.3126765
0921156G;Lpo Lycée Des Metiers Galilee;79 Avenue Chandon;92230;Gennevilliers;48.9207477;2.3027836
0912142J;Lpo Lycée Des Metiers Gaspard Monge;1 Place Gaspard Monge;91600;Savigny Sur Orge;48.6851259;2.349282
0460493L;Lpo Lycée Des Metiers Gaston Monnerville;Rue George Sand;46005;Cahors;44.463535;1.455082
